Sentence,Sentiment,Etiqueta
"compared to  x20ac 497 million a year earlier ., There has been some recovery of the base metals prices and increased demand for metals in China, however .",positive,incorrecta
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",positive,correcta
"878 bn a year earlier, the company announced without specifying which operators had placed the orders .",positive,incorrecta
"Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007, Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service.",positive,incorrecta
Shire CEO steps up drive to get Baxalta board talking,positive,correcta
"Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover, Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout.",positive,incorrecta
"Synergy benefits will start to materialise in the second quarter, Operating loss totalled EUR 5.2 mn.",negative,incorrecta
"LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India, Royal Mail.",negative,incorrecta
"Orion 's net profit went up by 33.8 % year-on-year to EUR33m ., or EB.",negative,incorrecta
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7, We have also cut our price projections for paper and packaging, 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg.",positive,incorrecta
"Expense ratio was 102, Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America, 6 % compared to 92.",positive,incorrecta
"Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010, down from EUR 62.4 mn a year earlier ., Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007.",negative,incorrecta
"the company has decided it will implement fixed-term temporary lay-offs ., the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",negative,incorrecta
"is 'taking legal advice' over letter about contractual ..., FastJet slams EasyJet founder Stelios for going public, The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur.",positive,incorrecta
President and CEO Mika Vehvil+ñinen says the positive signs are first and foremost emerging outside Finland .,positive,correcta
The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,positive,correcta
`` It wo n't happen overnight .,neutral,correcta
"off the previous double top reject, Irish housebuilder Cairn Homes plans London listing, Key price to watch in $NFLX.",negative,incorrecta
"Stability is questioned in the stock but coming weeks will tell, Glencore Studies Possible IPO for Agricultural Trading Business.",positive,incorrecta
"DBS, 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",positive,incorrecta
"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",neutral,correcta
Interest Heats Up for @Yahoo $YHOO - The Wall Street Journal  https://t.co/j5jVjI9bia,positive,correcta
The results will enable the preparation of a conceptual plant design and capital estimates .,neutral,correcta
"Glencore slumps 30 percent as debt fears grow, President and CEO Mika Vehvil+ñinen says the positive signs are first and foremost emerging outside Finland.",negative,incorrecta
"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",positive,correcta
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,neutral,correcta
It is expected to be completed by the end of 2007 .,neutral,correcta
"but Sees Savings Too http://stks.co/p27hZ, It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel.",negative,incorrecta
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",positive,correcta
"involves the transfer of certain engineering and documentation functions from Larox to Etteplan ., compared to EUR 22.9 mn in the third quarter of 2009 ., which expands a long-established cooperation between the companies.",negative,incorrecta
"co/o0xY, http://stks, '' said Mr Smith .",negative,incorrecta
"Lule+Ñ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres .",positive,correcta
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,positive,correcta
"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act .",neutral,correcta
"According to the company, Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost.",negative,incorrecta
"stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops, The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m.",positive,incorrecta
"Cash Flow from Operations for the most recent quarter also reached a eight year low, in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1, 6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year.",negative,incorrecta
More than a third of the original participants dropped out due to nausea and other side effects .,neutral,correcta
"$AAPL double bottom could be in, keep in mind",positive,correcta
"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",neutral,correcta
$CERN - consolidating above 50 & 200 MA - nice long entry here w stop below 10 MA - targeting $70 area,positive,correcta
"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",positive,correcta
"Sainsbury's, Sitting on the sidelines for now.",negative,incorrecta
"UK's FTSE has worst day so far in 2015 as BG and Prudential fall, respectively from EUR10 .5 m and EUR28 .8 m, as compared to the financial year 2004 .",positive,incorrecta
Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,neutral,correcta
"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",neutral,correcta
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,positive,correcta
"long $AAPL, the company noted .",positive,incorrecta
The order was valued at over EUR15m .,neutral,correcta
"https://t, 39 and pop up so that I can get back in, CompaniesFresnillo shares jump 8% as silver price breaks $21.",negative,incorrecta
The company said that the fall in turnover had been planned .,neutral,correcta
"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .",positive,correcta
"Goodwin not to face Scottish prosecution over RBS, Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis.",negative,incorrecta
$AMCN pushing highs,positive,correcta
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,neutral,correcta
"Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008, Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007.",positive,incorrecta
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''",positive,correcta
"Then the big brother 50ma just above that, there's a lot of resistance., $spy bumping its head on declining daily 8ma as overhead resistance.",positive,incorrecta
"co/1FA6aTOqlw, with Stora Enso R shedding 1.62 pct to 12.73 eur.",negative,incorrecta
"sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg ., At the same time, UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber.",negative,incorrecta
Through this transaction we are able to participate in developing the industry .,positive,correcta
"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral,correcta
"stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops, KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd.",positive,incorrecta
"EU regulator backs approval for GSK injectable asthma drug, now the best i can do is HOLD ER lol.",negative,incorrecta
"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",negative,correcta
"Commodity Channel Index Indicator signaled a Oversold for $FB #stockmarket https://t, Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola.",positive,incorrecta
"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February, Operating profit totaled EUR 9.4 mn.",positive,incorrecta
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral,correcta
NWC ANALYSIS :,neutral,correcta
"Tesco criticised for 'disgraceful' advert showing domestic worker being slapped, which expands a long-established cooperation between the companies.",positive,incorrecta
Satama and Trainers ' House will remain as names and independent brands of the business areas .,neutral,correcta
"3 mn compared to EUR 75, Airbus has 100 firm orders for the A350 and 89 nonbinding commitments, 3 mn in the corresponding period in 2007.",negative,incorrecta
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,neutral,correcta
The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,neutral,correcta
"co/t1kMqVwhQQ $TSLA, 03.",negative,incorrecta
"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",neutral,correcta
"said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m ., Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 ., 2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ), At the end of the review period.",negative,incorrecta
"down from EUR 36.3 mn in 2007 ., $PCLN runs into the 50sma on the acquisition news.",positive,incorrecta
"QQQ, Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year.",negative,incorrecta
"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .",neutral,correcta
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,neutral,correcta
"$GEVO PLUNGING!  Back to $3, 55, UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln.",positive,incorrecta
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,neutral,correcta
Tekla Group 's net sales for 2005 were approximately 38 million euros .,neutral,correcta
"Finland-based companies , L+ñnnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .",neutral,correcta
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,neutral,correcta
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,correcta
The share of the share capital of both above mentioned shareholders remains below 5 % .,neutral,correcta
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive,correcta
Horizonte acquires neighbouring Glencore nickel property in Brazil,positive,correcta
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,neutral,correcta
"Is Trouble Brewing At Legal & General Group Plc And Aviva plc?, Cramo Group 's financial targets for 2010-2013 are sales growth higher than 10 percent per year ; return on equity above 15 percent.",positive,incorrecta
The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,neutral,correcta
"Would be a wonderful marriage!, Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0, 1 percentage points to 24, $BBRY Sierra.",positive,incorrecta
"Regulator Over Fee Failings, `` We are pleased to welcome Tapeks Noma into Cramo group.",negative,incorrecta
"Sales of clothing developed best, the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700.",positive,incorrecta
"On top of that, GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank.",negative,incorrecta
"The number of class A shares remains unchanged at 9,526,089 shares .",neutral,correcta
"Aero AS, Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland.",positive,incorrecta
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",negative,correcta
"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said .",neutral,correcta
"With the acquisition , the company will expand its offering to North , Central and South America , it said .",positive,correcta
"Revenue for the quarter totaled 27.4 billion, down 2 percent from 28.1 billion in the fourth quarter in 2008 ., Metso will supply the equipment for two process lines at Northland Resources ' new Kaunisvaara iron ore project in Sweden which exploits Tapuli and Sahavaara iron ore deposits.",positive,incorrecta
L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,neutral,correcta
"$TZA is a rocket ship!!!, 3 pct from the same period last year, 81 pct as its sales rose only 6.",negative,incorrecta
"@gakrum nice chart shows distinctive down channel not a dip, Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe.",positive,incorrecta
"Britain's FTSE bounces back, the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 ., Mondi and Barratt lead, However.",positive,incorrecta
"all this bond buying is signaling some bad moves for the market. $SPY $UUP, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ..., DBS, RT @Cash_Cow $TLT still has a rising RSI & MACD.",positive,incorrecta
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007 .,negative,correcta
Australia clears AB Inbev's $100 billion SABMiller buyout plan,positive,correcta
"L&G completes UK's largest medically underwritten bulk pension risk deal, 425.1 mn in January-June 2008 ., Finnish Kemira 's net sales EUR decreased to EUR 1.",negative,incorrecta
The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,neutral,correcta
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State, Brazil ., 6 mln in 2005.",positive,incorrecta
"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",neutral,correcta
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",neutral,correcta
"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",neutral,correcta
"GlaxoSmithKline, FTSE led lower by M&S, Brazilian mobile player Telemig Celular yesterday announced that it has selected Finnish software developer Tecnomen Oyj to expand its prepaid billing system.",negative,incorrecta
"Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011, Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date.",positive,incorrecta
`` Our aim is to understand different traffic patterns based on the use of each building .,neutral,correcta
"Passengers rise at EasyJet and Aer Lingus, M&G suspend property funds as investors panic.",positive,incorrecta
"Deutsche Bank downgrades Starbucks because of new loyalty program https://t, respectively from EUR0 .3 m and EUR13 .1 m.",negative,incorrecta
"$IWM same conditions that sent markets to tumble all hitting this week, The talks are aimed at restructuring operations and cutting costs.",negative,incorrecta
"YIT acquired investment rights to a 10,000 square metre residential project in Yaroslavl and to a 16,400 square metre project in Moscow .",neutral,correcta
"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",neutral,correcta
"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",positive,correcta
MillerCoors Delivers 2.9% Underlying Net Income Growth for 2014,positive,correcta
"https://t, The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running, $EXPE working on the second leg of its reversal run as it breaks another down trend and continues higher.",negative,incorrecta
"Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location .",neutral,correcta
VIVUS $VVUS bear raid in effect. Stock down 12%,negative,correcta
"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .",neutral,correcta
"Gotta hold if anything g should recover some tomorrow I imagine, Market getting crushed today, All cash now, Covered my small $MWW short @ 7.",negative,incorrecta
"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ, the company 's newspapers achieved the best financial result ever ., According to CEO Kai Telanne.",negative,incorrecta
"there is an oversupply of pharmacies ., In Sweden, says Teleste CTO Esko Myllyla .",positive,incorrecta
"$GRPN might be selling off ahead of $P earnings, Uponor improved its performance in spite of the decrease in residential construction in the US.",negative,incorrecta
$NUGT longer term bullish,positive,correcta
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884, 000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier ., in move validating Shire takeover deal.",negative,incorrecta
"easyJet leads Britain's FTSE lower as global bond rout resumes, up from EUR 0.38 .",positive,incorrecta
"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?",neutral,correcta
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,correcta
"TripAdvisor jumps on M&A rumors https://t, @NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings.",positive,incorrecta
"In sales volume, ''.",negative,incorrecta
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,neutral,correcta
"co/yEJuS9cMlC, https://t, 2% $SBUX https://t.",positive,incorrecta
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million, a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year ., $AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week.",negative,incorrecta
"Consolidated pretax profit decreased by 69, measured in passenger kilometers.",positive,incorrecta
"The sale will allow Campofrio to focus on its recently announced takeover of Groupe Smithfield Holdings , the European unit of Smithfield Foods Inc. ( SFD ) of the U.S.",neutral,correcta
"`` Our design team has long admired Marimekko 's vivid patterns and colors, 9 m as given in the interim report on 5 August 2009, The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93.",positive,incorrecta
"The company 's previous estimate was for a lower revenue than the year-ago EUR 93, 9 million, $TZA is a rocket ship!!!",positive,incorrecta
"The company said it estimates to make a slight profit thanks to cost-cutting measures, after a potential suitor ruled itself out of a takeover bid .",negative,incorrecta
"Britain's FTSE steadies, supported by Dixons Carphone",positive,correcta
"Multi Top on $MCD chart finally leads to a fall in price, Comparable net sales are expected to increase more than 10 % in 2008.",positive,incorrecta
The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,positive,correcta
"buying off 13min charts, $AAPL nibbling on a small long via 525, which was a drop of 12.6 % from the same period of 2008 .",negative,incorrecta
"81 pct as its sales rose only 6, Peer Peugeot fell 0, $IBB $BIB https://t, co/GIoOf6zbKv.",positive,incorrecta
"As a result some 20 persons will no longer be needed, TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population.",positive,incorrecta
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America, He said he has been losing five families a month to the economy as many make alternative arrangements to save money.",negative,incorrecta
"You need to be ready when the window opens up , Rosberg said .",neutral,correcta
"BasWare is headquartered in Espoo , Finland .",neutral,correcta
"7 % in terms of revenue passenger kilometres, Net profit was 35, 8 mln, Finnair 's total traffic decreased by 8.",negative,incorrecta
"In addition to fireplace exports, demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year ., According to the company.",negative,incorrecta
"Jouko Lahtinen, In Finland, the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",positive,incorrecta
"The company said it estimates to make a slight profit thanks to cost-cutting measures, 3 million, The company slipped to an operating loss of EUR 2.",positive,incorrecta
"$TSLA lots of green on the 5 min, L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009, watch the hourly $259.33 possible resistance currently @ $257.00.",negative,incorrecta
"Finnish media group Talentum has issued a profit warning, 8 mln.",positive,incorrecta
"Vaisala 's net profit for the third quarter of 2007 dropped to 3, 0 mln euro ( $ 4, comments Mr Kari Kauniskangas.",negative,incorrecta
"and the operating margin rose to 12.2 % ., The last quarter was the best quarter of 2009 in net sales, Kingfisher share price slides on cost to implement new strategy.",negative,incorrecta
"NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger, The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia.",positive,incorrecta
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",negative,correcta
"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .",neutral,correcta
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",positive,correcta
"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .",positive,correcta
"8 mn in the fourth quarter of 2008, sales amounted to EUR320 .1 m, Operating profit rose to EUR 5mn from EUR 2.",positive,incorrecta
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,correcta
"after Citigroup and ING slashed their targets on the stock ., Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15, UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct.",negative,incorrecta
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",negative,correcta
"5 mn in the first half of 2005, The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia, 9 mn in the first half of 2006 compared to a profit of EUR 0.",negative,incorrecta
"Following the move , Stora Enso holding in NewPage will remain unchanged .",neutral,correcta
"The Bank of Tokyo-Mitsubishi UFJ , Ltd acted as agent for the loan .",neutral,correcta
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",positive,correcta
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",negative,correcta
"The reductions will be implemented immediately , beginning in October 2009 .",neutral,correcta
"https://t, or hedge with puts, time to take some profits here, $GILD chart: With $IBB back over support.",positive,incorrecta
"3 m from EUR107, In Finland 's Hobby Hall 's sales decreased by 10 %.",positive,incorrecta
It has been agreed with the company 's Board of Directors that she will be available in an advisory role .,neutral,correcta
"Tesco share price closes higher as two more directors leave grocer, $GLD http://stks.",positive,incorrecta
"The ` buy ' recommendation was reiterated, Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing.",negative,incorrecta
"In the third quarter, or by 6 % at comparable currency rates growth ., existing order backlog and new order prospects, and the operating profit margin will be lower than in 2008 due to lower sales volume .",positive,incorrecta
"Therefore, Google, the company 's 2005 result will remain weaker than that of 2004 .",negative,incorrecta
"1 mln euro ( $ 28, $QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY.",positive,incorrecta
"D, BHP Billiton posts big loss, system to two French retail chains.",positive,incorrecta
Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,positive,correcta
The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,neutral,correcta
The company has 120 employees and annual sales of approximately EUR16m .,neutral,correcta
"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",positive,correcta
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,correcta
S&P downgrades Barclays and RBS on government bailout fears,negative,correcta
"The Innova 2 building will be located close to downtown , in the immediate vicinity of Paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",neutral,correcta
"Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan, up from EUR 23.0 mn ., 21 and the Saltonstall state office building on Jan, Operating profit was EUR 24.5 mn.",positive,incorrecta
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,neutral,correcta
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",neutral,correcta
"NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones, 30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers.",negative,incorrecta
Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,neutral,correcta
"UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee, Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007.",negative,incorrecta
"the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn ., 9 million.",negative,incorrecta
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",positive,correcta
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,positive,correcta
Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,neutral,correcta
"Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0, 1 percentage points to 24, Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's.",negative,incorrecta
"Royal Mail 'breached competition law' over delivery service changes, The tower it chose to add, Ofcom claims.",negative,incorrecta
"700 Model X SUVs $TSLA https://t.co/YVYDncdNdi, respectively, as compared to the corresponding period in 2007 .",negative,incorrecta
"or EUR0 .71, `` Leipurin is a growing and rapidly internationalizing Group, The announcement pushed Freenet shares down 6.3 %.",positive,incorrecta
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,negative,correcta
"In 2006, 1 mn from EUR 24.",negative,incorrecta
"More than 14,000 customers were left powerless .",neutral,correcta
"We are very pleased with the fine co-operation between the two countries in recent times, he said ., and restructuring costs in Japan .",negative,incorrecta
"A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion, Multi Top on $MCD chart finally leads to a fall in price.",negative,incorrecta
The company closed last year with a turnover of about four million euros .,neutral,correcta
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",neutral,correcta
The platform would continue to be the development framework for Symbian and MeeGo .,neutral,correcta
"co/QuYSrqFo2x, $VRTX early technical BUY signal, Whitbread boss Andy Harrison defends sales fall as 'just a blip'.",negative,incorrecta
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,negative,correcta
"he goes on ., Philip Morris, The competition was received with great enthusiasm by the employees.",negative,incorrecta
